      Unnamed: 0                                                        product_name product_price      weight            category                EAN         date_added                                  uuid          removed product_code
24            24                                             Electronic Ball Blaster        £25.00    11.076kg      toys-and-games      4353202276862         2010-07-12  fbfb25a5-3907-4cd3-bcfd-281e6696ad5b  Still_avaliable  f1-4722530k
25            25                                              Multifunction Keyboard        £45.00         4kg      toys-and-games      9243639708928         2022-12-13  ac02d418-1889-4fbb-9cf1-8ea62e8c4346  Still_avaliable    w4-86578A
26            26                      LEGO Star Wars Obi-Wan Kenobi Jedi Starfighter        £24.99     0.385kg      toys-and-games      6979223581877         2011-07-24  5ac00457-7c7a-4136-89ce-b743e1dbd709  Still_avaliable  E4-7336898r
27            27                                                 Cra-Z-Compounds Kit        £12.99      1.38kg      toys-and-games       231006035745         2011-08-02  cc425e30-b8ee-47f2-9fdb-f795d2c33d3e  Still_avaliable  y2-2987173c
28            28                                              Rainbow Inline Scooter        £18.99      2.57kg      toys-and-games      8860344275715         2000-02-08  c6195d24-550c-4112-8fb2-8e0d26f266b7  Still_avaliable    k6-93543H
29            29                                                 Mega Baff Pack 12pk        £12.99      1.35kg      toys-and-games      1246163548167         2016-06-11  d2b0d401-b216-4211-ac4e-f355c2209616  Still_avaliable  G4-9696129s
30            30            Wizarding World Harry & Voldermort Action Figure Set 2pk        £29.99     0.695kg      toys-and-games      4292028113183         2006-05-23  2c288db5-c229-4569-bb33-c2d3181f34aa  Still_avaliable  x7-0261657H
31            31                                                     Baff Bombz 20pk        £12.99      1.15kg      toys-and-games       716993343313         2006-09-09  29ffef07-0379-4edc-bf37-f75fcf8c9366  Still_avaliable  t8-6507415K
32            32                                    Love & Hugs Party Hair Pack 15pc        £12.99      0.98kg      toys-and-games      8955189795723         2005-06-22  ad3bb626-7e06-4c51-abee-81446951fe0e  Still_avaliable  X9-2624620g
33            33                              Disney Encanto Folding In-line Scooter        £15.99      2.57kg      toys-and-games      6799861221214         1996-12-30  2e17dfc5-dab9-43a3-9017-4a9d3f0fd3d1  Still_avaliable  U3-7247637T
34            34                                       Remote Control Robot Football        £30.00     1.447kg      toys-and-games      3000722325839         2000-01-20  180b7a60-f88a-474e-ba31-ee9a654aa152  Still_avaliable  o0-4016167t
35            35                                      Kaleidoscope Ultimate Etch Art        £12.99    1.3625kg      toys-and-games      7288221705307         1998-04-20  c7d2dd97-2127-4763-99a6-194cc2c2cc60  Still_avaliable  Z6-5998255Z
36            36                                 Table Football Championship Edition        £12.99      2.25kg      toys-and-games       611110416348         2008-11-11  c60c7b10-9af3-4259-b36e-c4d5577fd372  Still_avaliable  I0-2219203g
37            37                       Minecraft Caves & Cliffs Ender Dragon Playset        £19.99      0.79kg      toys-and-games      1864032030379         2012-03-28  688180c4-cda0-434d-972d-5684311bb906  Still_avaliable  J3-4488330L
38            38                                          Carnival Coin Push Machine        £12.99      0.71kg      toys-and-games      3645126140192         2015-05-17  f1454236-58aa-4547-be9f-a55aa803e16f  Still_avaliable   z8-257244T
39            39                                          Paw Patrol Casting Station        £12.99      0.88kg      toys-and-games      4248492315387         2016-08-13  7c1908d7-938e-43d6-985b-af7fd72bdcf2  Still_avaliable  l1-4267653w
40            40                   Marvel Spidey & His Amazing Friends Super Pinball        £12.99      0.67kg      toys-and-games      3642197916992         2021-10-21  f9e90bd4-87ee-4609-82ad-32eda0364f1e  Still_avaliable  u3-7131504g
41            41                                             Electronic Ball Blaster        £25.00    11.076kg      toys-and-games      8362596500336         2004-04-14  52b0de79-0a0a-4669-9043-53c774772ab4  Still_avaliable  C8-2195382O
42            42                                              Multifunction Keyboard        £45.00         4kg      toys-and-games      3776399175670         2014-01-06  fef2253c-528f-4459-a158-3c95614ca5ea  Still_avaliable  q5-6488109e
43            43                      LEGO Star Wars Obi-Wan Kenobi Jedi Starfighter        £24.99     0.385kg      toys-and-games      7077653498204         2003-12-30  9fe1e3cb-fc38-45f6-9e6f-5fe29d7fb1a4  Still_avaliable  E9-2666287w
44            44                                                 Cra-Z-Compounds Kit        £12.99      1.38kg      toys-and-games      8936896386435         2000-12-04  3aae386b-ab35-4b3d-ae7d-8abe746e40e1  Still_avaliable  q7-0232955R
45            45                                              Rainbow Inline Scooter        £18.99      2.57kg      toys-and-games      7013124813893         1993-06-22  9a6453f2-06a8-43f8-b436-4d344f61f297  Still_avaliable   H9-403416k
46            46                                                 Mega Baff Pack 12pk        £12.99      1.35kg      toys-and-games      9539179880690         1999-06-18  e61181a5-2885-4fbd-a03c-50bbfbf6afb3          Removed  i7-2575230x
47            47            Wizarding World Harry & Voldermort Action Figure Set 2pk        £29.99     0.695kg      toys-and-games      6018002269725         2002-02-16  725429a7-f5f1-4da2-94f5-7e5a76464225          Removed  L7-8919618p
48            48                                                     Baff Bombz 20pk        £12.99      1.15kg      toys-and-games      4150280319623         2007-05-21  95443a87-a939-4ac2-a0bc-c32616f7ff29  Still_avaliable  n5-7375132t
49            49                                    Love & Hugs Party Hair Pack 15pc        £12.99      0.98kg      toys-and-games      7639144740942         2009-06-05  8d4dfaaa-d0f3-417d-bb44-909e910ff307  Still_avaliable  r8-2771125H
50            50                              Disney Encanto Folding In-line Scooter        £15.99      2.57kg      toys-and-games      6192847064230         2003-02-11  a9185733-1f7b-4264-ac36-d9192781ce9c  Still_avaliable   J3-531237O
51            51                                       Remote Control Robot Football        £30.00     1.447kg      toys-and-games      5093201616649         2001-11-11  fd2659a1-2cb4-4b92-b97a-d8ca2d34fb5c  Still_avaliable  V3-9834733u
52            52                                      Kaleidoscope Ultimate Etch Art        £12.99    1.3625kg      toys-and-games      9745122546296         2003-11-19  f9a5f9ba-5ca4-4c28-92f8-48ad760cd762  Still_avaliable  i3-9861696j
53            53                                 Table Football Championship Edition        £12.99      2.25kg      toys-and-games      1775744611247         2009-09-03  14232386-d572-4de3-9735-3b94c7884c23  Still_avaliable  x5-8684363O
54            54                       Minecraft Caves & Cliffs Ender Dragon Playset        £19.99      0.79kg      toys-and-games      8350386431465         2012-07-01  56122bfe-bbcf-44d1-acf0-38d5775e5f6e  Still_avaliable  U7-7575064z
55            55                                              Harry Potter Terrarium        £11.99       0.8kg      toys-and-games      1669313422139         2001-04-23  e2c47bf2-630f-49dd-b5d8-8d5c2a241c57  Still_avaliable  O5-3308274i
56            56                                 Harry Potter Luminous Drawing Board        £14.99      1.08kg      toys-and-games      1895824042966         2012-09-12  d69f907b-4c4e-4ddd-addc-fe109a663588  Still_avaliable  h2-1192921e
57            57                    Sonic the Hedgehog Giant Eggman Robot Battle Set        £32.99     2.476kg      toys-and-games      8443545486298         2001-12-11  5b96b11f-89d1-4b4b-89a3-ce4f8d6c1152  Still_avaliable  Z2-9848068O
58            58                                                   Aqua Markers 50pk        £20.00     0.137kg      toys-and-games      9889307349514         2002-01-22  36ced459-55cc-427e-9a38-81fd6015ebea  Still_avaliable  Y4-5527416w
59            59                                                       Viper Go Kart       £120.00      11.5kg      toys-and-games      3350992689187         2015-03-07  cb213c4e-78ef-4384-9b77-74414564fb4a  Still_avaliable  R8-9508754b
60            60                                               Huntsman Ambush Rifle        £10.00      0.38kg      toys-and-games      8284111728141         2013-04-18  096526d2-cf21-4979-b3ba-f80cba59b6ff  Still_avaliable  k6-6272565F
61            61                                         Barbie Newborn Pups Playset        £21.99      0.44kg      toys-and-games      1646807637170         2014-07-26  1cb1fa69-2962-4b74-ac23-2eccf81f215f  Still_avaliable  z6-0868371r
62            62                           Rock Legend Electronic Drumkit with Stool        £30.00      2.75kg      toys-and-games      1134119966632         2000-10-19  04467f63-3a23-42d6-81a0-1cc9c2e6eb96  Still_avaliable  r1-9695407l
63            63                                       Tie Dye Creator with Tote Bag        £12.99     0.911kg      toys-and-games      4686349173641         2017-12-09  f35ecc61-5c28-4fd4-812e-84f9651ad8a0  Still_avaliable  Q5-3022807D
64            64                                          Super Slingshot Arena Game        £12.99      0.33kg      toys-and-games      2094033869435         2000-03-25  dd3d00b7-8139-42cb-b97b-6722f7218d6c  Still_avaliable  q0-9351840W
65            65                                                         Frustration        £12.99         1kg      toys-and-games      7266606846869         2017-02-04  84336bef-b195-4545-a1d3-b1263c84dcc4  Still_avaliable  k9-7953223M
66            66                   WWE Wrestlemania Superstar Ring & Figures Playset        £29.99       0.5kg      toys-and-games      4538124293191         1999-05-12  297807ba-49e7-4c6c-9a01-314fe3c11b92  Still_avaliable  n9-3534053i
67            67                                        Hot Wheels Shark Transporter        £12.99      0.45kg      toys-and-games      7550045347309         2005-10-03  b80573d1-a541-46db-ad18-2a929bd7d7ce          Removed   g6-788110q
68            68                                         Make Your Own Super Spa Set         £7.00       0.7kg      toys-and-games      2803209036843         1994-07-10  bf28eeac-1a5f-45fd-ae7a-c38a12ac3785  Still_avaliable  r5-2078732l
69            69                                                  Tri Ball X-Blaster        £12.99      0.41kg      toys-and-games      5570577803502         2020-09-16  2821c64e-ff41-44fd-a5ee-5ac5d1110ebd  Still_avaliable  g3-8968515C
70            70                        Ultimate Paint by Numbers Kit - Wild Animals        £12.99       1.3kg      toys-and-games      1227869407804         2008-04-07  acd4fc56-fdb5-48cf-8937-105d8b22f1ad  Still_avaliable  s8-9601864E
71            71                     Kids Crystal Creations - 3-in-1 Totally Fun Kit        £12.99       0.8kg      toys-and-games      3601268247212         1995-10-22  f0f9233d-541f-444f-ad53-25ebba5efa5c  Still_avaliable  c4-9997249x
72            72                                         Nerf Blaster Inline Scooter        £24.99         2kg      toys-and-games      6200996498759         2017-06-09  f7dbf2d8-f887-4740-a613-85b6872fd89b  Still_avaliable  K2-9476324E
73            73                                                   LEGO City Tractor        £13.99      0.34kg      toys-and-games      4884849328275         2017-09-20  4827894b-9b58-43c1-ac42-b44e37058cb7  Still_avaliable  x0-2673899K
74            74                                        LEGO City Holiday Camper Van        £11.99      0.37kg      toys-and-games       492004528039         2003-10-27  5ff764ce-974c-4f83-842a-d6c046c9ff07  Still_avaliable  p1-5222274R
75            75                               Marvel Action Figures Collectors Pack        £29.99      0.76kg      toys-and-games      9639242021170         2013-11-11  0890509b-a210-4736-b269-9d09931a87d1  Still_avaliable  I7-3016291V
76            76                                        Crayola Ultimate Light Board        £16.99      1.18kg      toys-and-games      9832833914138         2022-10-13  ac1baabd-3fe5-4ca9-a7df-4fd5d9863169  Still_avaliable  z3-4041655X
77            77                           Star Wars The Child - Baby Yoda Plush Toy        £16.99     0.685kg      toys-and-games      6502195912112         2011-02-07  84b9198c-26e6-4f9b-a9a3-770f2f3b03eb  Still_avaliable  M2-9293803v
78            78                                       LEGO Large Creative Brick Box        £32.99      1.59kg      toys-and-games      4332100774212         2001-07-07  10765bde-b18c-481e-a670-5a050300ba83  Still_avaliable  a3-0069189f
79            79                            Paw Patrol Chase & Marshall Track Patrol        £19.99       1.4kg      toys-and-games      7800664491175         2006-07-07  dfdb505b-5f8c-4477-953d-d8b3c50cdd73  Still_avaliable  q6-6969580o
80            80                   Zuru Smashers Epic Dino Egg Collectibles Series 3        £16.99      0.79kg      toys-and-games      6878022271494         2014-01-04  6e41ecdf-f25d-4091-990f-7ab7c08ff1b2  Still_avaliable  A2-3147878s
81            81                         Disney Frozen Petite Adventure Gift Set 5pk        £30.99       0.8kg      toys-and-games      6201565200636         2006-03-23  3efb6c05-0155-49fe-afcb-a27db5695247  Still_avaliable  z6-5492111k
82            82                                              The Ultimate Slime Kit        £12.99      1.66kg      toys-and-games      4778884876542         2014-01-10  fc361bcb-cb1b-4865-ba19-7cf233663552  Still_avaliable  X1-0417502l
83            83                                        Wired E-350 Electric Scooter       £270.00      13.5kg      toys-and-games      4870633261668         2009-11-25  c81bb43f-5b70-4055-8f18-36ec873a655a  Still_avaliable  u3-2735117T
84            84                                                   Zuru X Shot Chaos        £12.99      0.66kg      toys-and-games      1930767762165         1999-05-26  5e221910-1eef-4504-b537-9780fc6253c9  Still_avaliable   j5-153373x
85            85                                                 LEGO Flower Bouquet        £40.99     0.745kg      toys-and-games      7912031083224         2001-05-14  54029834-105a-4e31-8edc-9dd990426a8d  Still_avaliable  I8-9598111e
86            86                               LEGO Star Wars The Mandalorian Helmet        £42.99      0.79kg      toys-and-games      8946377056450         2013-09-20  3b68765c-8fc5-4427-a78e-893a1d7e430c  Still_avaliable   t3-607663j
87            87                                                 LEGO 1960 Vespa 125        £71.99      1.44kg      toys-and-games      2493493335175         2013-07-20  de9291ac-7366-403f-949c-bbc20a2b433c  Still_avaliable  H7-3096678F
88            88                                                    LEGO Bonsai Tree        £34.99      0.74kg      toys-and-games      2450980643373         2000-09-26  d07aabea-1d3c-4c67-bd3e-5a3a9cb39454  Still_avaliable  y2-5766330U
89            89                       LEGO Ideas Sonic the Hedgehog Green Hill Zone        £52.99         1kg      toys-and-games      3027207695560         2020-08-01  44627e83-6fb0-42ae-a56d-a7ebf228aafe  Still_avaliable  j7-2855024l
90            90                                         X-Shot FaZe Respawn Blaster        £13.00     0.660kg      toys-and-games      9277855343779         2016-10-16  72c63266-d828-40ff-9b63-a30b866606f7  Still_avaliable  k3-5413910s
91            91                                            Zuru X-Shot Chaos Meteor        £12.99      0.66kg      toys-and-games      1395025216000         2000-12-12  5167cae2-e1ff-4fa6-bfb5-4d7315123dac  Still_avaliable  V8-3495348u
92            92                       Kaleidoscope Sticker Mosaics - Wild Creatures         £2.25     0.419kg      toys-and-games      8716535412394         1997-09-17  7c884474-e194-4fc9-ae32-434e263b49dd  Still_avaliable  b9-7042914O
93            93                          Kaleidoscope Sticker Mosaics - Neon Nature         £3.00     0.418kg      toys-and-games      5830884032997         1999-10-01  0663061c-7b5d-4402-8801-cc86de4b01b4  Still_avaliable  N2-1953796y
94            94                                          ArtMaker Essentials: Manga         £3.50     0.470kg      toys-and-games       214718569982         2021-11-02  2fab310a-dc4c-4a7c-9e72-2500b67b8608  Still_avaliable  g7-3523071h
95            95                                         Crystal Creations - Unicorn         £4.00     0.353kg      toys-and-games      4236643097961         2009-10-12  341ee927-fd49-4424-8173-7d3f96c002de  Still_avaliable  H6-8233112l
96            96                                        Crystal Creations - Elephant         £4.00     0.353kg      toys-and-games      7019306776826         1994-08-24  449165b8-f544-4af2-998b-52420b858f08  Still_avaliable  p9-7606658G
97            97                                            Crystal Creations - Deer         £4.00     0.350kg      toys-and-games      2665497084896         2001-10-25  c473bb59-bd51-4aae-a03a-954ea9fc3c1c  Still_avaliable  Q6-9405554s
98            98                                      Light Up Crystal Canvas - Owls        £12.99      0.96kg      toys-and-games       277282320908         2001-12-02  49cb0446-2c01-4994-ab9f-28aac925bf2c  Still_avaliable  c8-3806111Y
99            99                                     Light Up Crystal Canvas - Tiger        £12.99      0.96kg      toys-and-games      2020983556972         2010-07-21  bc092ade-0907-44dd-a911-59f7fd19fbe3  Still_avaliable  N6-5815005e
100          100                                    Light Up Crystal Canvas - Wolves        £12.99      0.96kg      toys-and-games      6582697703883         1993-05-06  904b6add-bf19-44e7-9bff-a9ce957407f4  Still_avaliable  X2-5848901O
101          101                                       Science & Play Scorpion Robot        £24.99      1.20kg      toys-and-games      4018033235104         2017-12-01  9846a5e6-69e9-4219-9111-03c0911dcf31  Still_avaliable  d0-3762988t
102          102                               Cards Against Humanity Family Edition        £26.99      1.21kg      toys-and-games       950698731703         2015-10-20  3038df2d-4b34-4523-8f28-30e1c0a0cc7d  Still_avaliable  v1-7546927q
103          103                                     What Do You Meme Family Edition        £19.99      1.02kg      toys-and-games      7404938680236         2003-11-17  bc070081-7953-403d-94b6-124ee9567366  Still_avaliable  e2-8041030P
104          104          LEGO Speed Champions Fast & Furious 1970 Dodge Charger R/T        £19.99     0.365kg      toys-and-games      2321293208965         2010-03-01  48b42e1a-b2df-4001-9ad9-7d5f7d49a69d  Still_avaliable  c6-1218333p
105          105                       The LEGO Speed Champions 007 Aston Martin DB5        £17.99      0.34kg      toys-and-games      1844936639380         2021-01-25  1e26e91a-18f6-46a8-9070-132ca2958a24  Still_avaliable  I5-8282517U
106          106                        LEGO Star Wars Obi-Wan Kenobi vs Darth Vader        £32.99     0.677kg      toys-and-games        75966157969         2014-05-25  0a118260-e4d6-4659-af9e-138f265c9ee0  Still_avaliable  t5-6618878a
107          107                                 LEGO Minecraft The Skeleton Dungeon        £19.99      0.55kg      toys-and-games      9590681860372         2014-04-12  fb483ffb-74de-49c9-8789-b3c082845252  Still_avaliable  f8-7227369O
108          108                                Hasbro Keychain Games Super Pack 5pk         £7.00      0.43kg      toys-and-games      6831169782308         2014-08-12  5a62339f-892d-43df-be04-9c4dbecc3fbb          Removed  Q1-6904200T
109          109                                               Sky Hawk Aerial Drone        £20.00      0.11kg      toys-and-games      6527288391919         1996-07-03  ff01e5c0-7efb-44d3-b43e-55eed009badd  Still_avaliable  E1-0514147p
110          110                                    Artmaker Ultimate Colouring Case        £12.99      1.23kg      toys-and-games      8307670922673         2019-04-16  a1fe499f-eff4-4ac4-9b5f-a2fd091fbfd5  Still_avaliable  M7-9563436j
111          111                          Juicy Couture Glamour Jewellery Box 379pcs        £12.99      0.41kg      toys-and-games      8184604746396         2002-11-05  c4464236-2c64-4042-ae9c-8caa7a316e04  Still_avaliable   q4-229130w
112          112                           Shimmer & Sparkle Real Massaging Foot Spa        £25.00      1.38kg      toys-and-games      7591943687876         1993-01-31  163a249c-946e-42b7-91a2-1340d4487604  Still_avaliable  Z0-8213759K
113          113                                              Harry Potter Terrarium        £11.99       0.8kg      toys-and-games      3897523595413         1999-04-09  146dcdbb-66c8-4935-8f81-dcd01c55a675  Still_avaliable  g6-0313456t
114          114                           Kaleidoscope Ultimate Neon Colouring Case        £12.99    1.3625kg      toys-and-games      1740358585819         2009-11-01  38ec4fb4-b435-4278-8813-6242b09ce7bc  Still_avaliable  c7-6037573k
115          115                                 Harry Potter Luminous Drawing Board        £14.99      1.08kg      toys-and-games      9812889714111         2013-05-21  35a1da8b-fd96-4631-8d27-1b5ee7db5a58  Still_avaliable  M0-5087883B
116          116                                                Glitter Make Up Case        £14.99      1.03kg      toys-and-games      3242203251996         2001-10-15  6ec5e719-c073-44fc-a83c-ee0a8ad82d51  Still_avaliable  N8-6376991R
117          117                                                              Cluedo        £13.99      0.87kg      toys-and-games      9166046894810         2014-04-18  e7993ad6-e7d7-457c-a7cc-f84c60403c1a  Still_avaliable  Z6-1142800i
118          118                           Ultimate Crystal Creations - Wild Animals        £12.99      0.98kg      toys-and-games      5780958590697         2002-03-24  0f6e381b-30e1-4733-88f1-f50e9fc2b8b5  Still_avaliable  T3-0974316x
119          119                                       Science & Play Scorpion Robot        £24.99      1.20kg      toys-and-games      4516425309766         1994-10-06  444cf3ca-4535-4121-bae6-55e2482626a6  Still_avaliable  O1-4855617h
120          120                               Cards Against Humanity Family Edition        £26.99      1.21kg      toys-and-games      4704892707899         2005-04-15  c8e8e306-231c-408c-aefa-1a2cb1f7254c          Removed  v5-7518429i
121          121                                     What Do You Meme Family Edition        £19.99      1.02kg      toys-and-games      7142930538314         2006-08-03  34f95d2c-7f7a-411c-97a4-046c1653acff  Still_avaliable   A0-199587D
122          122          LEGO Speed Champions Fast & Furious 1970 Dodge Charger R/T        £19.99     0.365kg      toys-and-games      2552652943375         1996-04-07  40602732-0192-4f69-a682-d6406589242a  Still_avaliable  q2-4145760Y
123          123                       The LEGO Speed Champions 007 Aston Martin DB5        £17.99      0.34kg      toys-and-games      7960969702199         1993-11-26  c9966021-7d36-4b19-a353-37f7dada7eb3  Still_avaliable  f9-4142875O
124          124                        LEGO Star Wars Obi-Wan Kenobi vs Darth Vader        £32.99     0.677kg      toys-and-games      5308327229490         1995-11-07  1aca6c88-b2e9-4abb-94be-b991899850e9  Still_avaliable   L8-655498D
125          125                                 LEGO Minecraft The Skeleton Dungeon        £19.99      0.55kg      toys-and-games      7389767057384         2002-09-07  0d4ebca5-3ada-4862-be23-55caa4a2c549  Still_avaliable  x9-3229911K
126          126                                Hasbro Keychain Games Super Pack 5pk         £7.00      0.43kg      toys-and-games      8733784135034         2009-11-26  d4f7918d-9f06-467b-87dd-eb4c3e4566a2  Still_avaliable  G1-2274729E
127          127                                               Sky Hawk Aerial Drone        £20.00      0.11kg      toys-and-games      4470230809623         2008-08-19  c3e51cc7-b6f6-4799-bcad-ae5e527c52e1  Still_avaliable  a0-5197379h
128          128                                    Artmaker Ultimate Colouring Case        £12.99      1.23kg      toys-and-games      1547253267426         2001-10-14  888d2e87-25e7-423f-95e8-fae3476de351  Still_avaliable  E5-6409069F
129          129                          Juicy Couture Glamour Jewellery Box 379pcs        £12.99      0.41kg      toys-and-games      3255625330637         2007-11-17  f544adb8-d974-46da-a009-3cc2989bd224  Still_avaliable  z4-2303734s
130          130                           Shimmer & Sparkle Real Massaging Foot Spa        £25.00      1.38kg      toys-and-games      6878918449969         2010-05-09  a2838d7c-dfe6-4828-b242-8be18f18bc24  Still_avaliable  E1-3843907p
131          131                                              Harry Potter Terrarium        £11.99       0.8kg      toys-and-games      4618920938714         2012-07-13  2ba5f0a1-62ff-42d8-9964-2eef1dcc79c8  Still_avaliable  x6-5318136C
132          132                           Kaleidoscope Ultimate Neon Colouring Case        £12.99    1.3625kg      toys-and-games      2406406198347         1996-01-30  0d38d637-44b8-43c1-b198-24282e839692  Still_avaliable  C4-0663183P
133          133                                 Harry Potter Luminous Drawing Board        £14.99      1.08kg      toys-and-games      9396203772853         2022-03-01  ced692aa-662e-4f06-9daa-a2f2e150e797  Still_avaliable  b1-9587201G
134          134                                                Glitter Make Up Case        £14.99      1.03kg      toys-and-games      3605280311975         2011-09-06  4f42bc9d-396a-4f07-a992-6a22fc2290da  Still_avaliable  Q6-0378308i
135          135                                                              Cluedo        £13.99      0.87kg      toys-and-games      1059878442909         2010-02-18  fbcee55b-45f7-473b-863b-eef954f4b448          Removed  Y2-1865468L
136          136                           Ultimate Crystal Creations - Wild Animals        £12.99      0.98kg      toys-and-games      6100953510329         2019-04-30  e00c54a6-435c-47a3-a76c-99393e0050db  Still_avaliable  I9-2275056m
137          137                                      LEGO Technic McLaren Senna GTR        £34.99      0.98kg      toys-and-games      7041688536637         2006-11-26  5e78a455-9c76-4958-be6a-dcce17e1c540  Still_avaliable  f9-2739620i
138          138                               LEGO Technic Monster Jam Grave Digger        £13.99      0.39kg      toys-and-games      3747808963836         2011-10-18  9c8e0613-4cb6-4127-823d-1e4f8c7e3d0a  Still_avaliable  s7-8739998s
139          139                                     LEGO Minecraft The Trading Post        £15.99      0.35kg      toys-and-games      6275527864600         2016-01-30  6da805e3-e9c9-4701-bf9b-aa5d01ae13cd  Still_avaliable  V4-9229868L
140          140                                   LEGO Minecraft The Abandoned Mine        £17.99      0.42kg      toys-and-games      1569332216187         2010-08-07  1a030021-4585-4839-935a-e1afe364bcd4  Still_avaliable  C8-6023618w
141          141                                             LEGO Minecraft Bee Farm        £15.99     0.365kg      toys-and-games      6813027797983         2015-02-14  4a10468f-d6b1-48d3-a66c-893cc475be81  Still_avaliable  C9-7995355z
142          142                                    LEGO The Mandalorian & The Child        £12.99      0.27kg      toys-and-games      9202546917007         2021-06-21  95ae62a5-622e-41c4-b48b-88308b347c6a  Still_avaliable   g0-566549g
